-2.384204149246215820e+00,5.027964711189270020e-01,4.112727046012878418e-01,-1.983066499233245850e-01,-9.956296682357788086e-01
4.260085225105285645e-01,1.092837929725646973e+00,4.403302967548370361e-01,-1.215643733739852905e-01,-1.980065703392028809e-01
-1.313978195190429688e+00,1.944479793310165405e-01,-6.498558521270751953e-01,-2.351718664169311523e+00,5.986802279949188232e-02
-7.570551037788391113e-01,-1.823531985282897949e-01,5.950161218643188477e-01,1.008316636085510254e+00,-5.000405907630920410e-01
1.509071469306945801e+00,6.075816750526428223e-01,7.105549573898315430e-01,-4.724433124065399170e-01,-6.185532212257385254e-01
-1.972865462303161621e-01,-7.601787447929382324e-01,1.097187399864196777e+00,2.167340278625488281e+00,-2.733857929706573486e-01
-8.832033872604370117e-01,-1.092795014381408691e+00,-4.011023044586181641e-02,-7.197625637054443359e-01,-3.631437122821807861e-01
-2.386928319931030273e+00,-4.690264165401458740e-02,2.680420875549316406e+00,-2.513852119445800781e-01,1.510038077831268311e-01
-5.341308563947677612e-02,7.116894721984863281e-01,-7.300350815057754517e-02,2.916014194488525391e-01,-4.399457871913909912e-01
-1.784312844276428223e+00,-9.145233631134033203e-01,-1.811316967010498047e+00,-6.006993055343627930e-01,-5.068779364228248596e-02
3.479306399822235107e-02,-6.796244997531175613e-03,-2.640565931797027588e-01,-1.955367028713226318e-01,3.654572356026619673e-04
5.339108705520629883e-01,-5.065084695816040039e-01,9.203220009803771973e-01,-6.842840313911437988e-01,1.420566886663436890e-01
4.532670497894287109e+00,1.473467469215393066e+00,-5.402927994728088379e-01,-1.187956094741821289e+00,-5.652964115142822266e-01
-3.024213016033172607e-01,1.385906815528869629e+00,-9.026646614074707031e-01,-1.149849057197570801e+00,-6.918459534645080566e-01
-1.180275321006774902e+00,4.227761551737785339e-02,-1.098653674125671387e+00,-1.036244869232177734e+00,-4.838046431541442871e-01
-2.777602672576904297e+00,-5.531240701675415039e-01,1.622949838638305664e+00,-1.779577493667602539e+00,-7.300314307212829590e-01
-1.075309038162231445e+00,3.167182803153991699e-01,4.773135781288146973e-01,1.155425190925598145e+00,-1.597926765680313110e-02
2.583166122436523438e+00,4.252743721008300781e-01,4.430041313171386719e-01,-7.036216259002685547e-01,3.855737298727035522e-02
2.736076593399047852e+00,1.115458726882934570e+00,8.656975626945495605e-02,-1.651897311210632324e+00,6.247641891241073608e-02
-1.731983542442321777e+00,-5.421895980834960938e-01,1.711552262306213379e+00,1.155081868171691895e+00,-8.297948241233825684e-01
-1.580809235572814941e+00,-3.869042992591857910e-01,1.017879843711853027e-01,-2.547565996646881104e-01,-7.006914615631103516e-01
2.733655571937561035e-01,2.279486805200576782e-01,2.133042067289352417e-01,-1.509334564208984375e+00,-2.702051997184753418e-01
1.419091224670410156e+00,1.334603223949670792e-02,1.557420611381530762e+00,1.731714606285095215e+00,-2.316256910562515259e-01
3.262298583984375000e+00,2.926073968410491943e-01,8.145290613174438477e-01,2.049337625503540039e+00,-9.469831734895706177e-02
2.136850833892822266e+00,9.938766807317733765e-02,8.263258934020996094e-01,1.092321276664733887e+00,2.462196163833141327e-02
-3.061670541763305664e+00,1.528131961822509766e-01,7.099456191062927246e-01,-1.549444437026977539e+00,-4.377984702587127686e-01
-1.637022018432617188e+00,9.843078255653381348e-01,6.200441718101501465e-01,-2.535593211650848389e-01,-1.594786942005157471e-01
-1.671272397041320801e+00,4.630118906497955322e-01,-5.318269133567810059e-01,1.600772380828857422e+00,-3.527575433254241943e-01
-1.154316306114196777e+00,1.063302397727966309e+00,-4.413916915655136108e-02,-8.920472860336303711e-02,-1.866338849067687988e-01
-9.274259209632873535e-01,-8.112819790840148926e-01,-3.265448287129402161e-02,3.807613372802734375e+00,-7.296217679977416992e-01
-3.381647348403930664e+00,-9.565823078155517578e-01,-3.580666184425354004e-01,1.334012627601623535e+00,-3.474079072475433350e-01
-2.274565994739532471e-01,-2.297731339931488037e-01,-4.001811444759368896e-01,-1.763554215431213379e+00,-2.645149827003479004e-01
4.861493587493896484e+00,8.998755812644958496e-01,-6.356212496757507324e-01,-5.696237087249755859e-01,-4.871200025081634521e-01
8.085563778877258301e-01,-7.607077360153198242e-01,8.800309300422668457e-01,1.204517602920532227e+00,-5.621912479400634766e-01
4.431528598070144653e-02,1.009074039757251740e-02,1.843874931335449219e+00,1.094244360923767090e+00,3.930801749229431152e-01
-1.236366510391235352e+00,-1.955950856208801270e-01,8.768194317817687988e-01,-1.519160121679306030e-01,-1.126824542880058289e-01
4.571057260036468506e-01,6.152790188789367676e-01,-2.229273915290832520e-01,-1.987622141838073730e+00,-1.548066288232803345e-01
-3.731147766113281250e+00,-2.116312086582183838e-01,1.320549011230468750e+00,-4.020773768424987793e-01,-2.667260169982910156e-01
-2.727815151214599609e+00,-1.461842060089111328e+00,-2.513940334320068359e-01,-1.037662148475646973e+00,3.851614892482757568e-02
-1.248883008956909180e-01,-3.346950113773345947e-01,2.744792997837066650e-01,1.101298928260803223e+00,-4.815805256366729736e-01
-4.656282439827919006e-02,1.679602116346359253e-01,2.444885969161987305e-01,1.133403629064559937e-01,-4.066865425556898117e-03
4.435101151466369629e-01,5.227628946304321289e-01,7.571857571601867676e-01,-9.053070545196533203e-01,-4.173327386379241943e-01
2.224655866622924805e+00,-1.629920899868011475e-01,-1.708850622177124023e+00,3.583500385284423828e-01,1.820277273654937744e-01
1.501624703407287598e+00,6.030387282371520996e-01,1.479540467262268066e+00,6.523147225379943848e-01,8.454485982656478882e-02
-3.023678660392761230e-01,-3.758164346218109131e-01,2.646563649177551270e-01,2.587952375411987305e+00,6.671953201293945312e-02
-6.752094626426696777e-02,-9.801564365625381470e-02,1.130433678627014160e+00,9.211128354072570801e-01,1.541812568902969360e-01
-1.717477202415466309e+00,8.108976483345031738e-01,5.895338654518127441e-01,7.339747548103332520e-01,-6.051254272460937500e-01
-7.502531409263610840e-01,2.279292643070220947e-01,3.665188252925872803e-01,-2.621176242828369141e+00,-4.115649163722991943e-01
1.047309041023254395e+00,-3.226805925369262695e-01,3.607026338577270508e-01,2.120815038681030273e+00,-1.849150806665420532e-01
-1.785453557968139648e+00,1.011871337890625000e+00,4.081476926803588867e-01,2.579253315925598145e-01,-2.679495811462402344e-01
-1.858498215675354004e+00,1.133245706558227539e+00,-5.624964237213134766e-01,-2.081322908401489258e+00,4.526385068893432617e-01
-1.058364629745483398e+00,1.173964515328407288e-01,5.178768038749694824e-01,-1.986380815505981445e+00,-5.191993713378906250e-01
8.524323701858520508e-01,-5.382402986288070679e-02,-1.747333645820617676e+00,-1.576296567916870117e+00,-6.382589340209960938e-01
-2.579598188400268555e+00,-3.208599388599395752e-01,-3.107900023460388184e-01,1.051298737525939941e+00,-8.405036330223083496e-01
-3.674172401428222656e+00,1.059221267700195312e+00,7.454134225845336914e-01,-6.865258216857910156e-01,-3.382004499435424805e-01
6.768299639225006104e-02,1.030499190092086792e-01,8.450075984001159668e-01,-1.307711124420166016e+00,-7.864747047424316406e-01
2.383838415145874023e+00,-5.964279174804687500e-01,-1.355588734149932861e-01,-1.102568387985229492e+00,-1.816040128469467163e-01
-1.581596285104751587e-01,1.251388490200042725e-01,2.253306388854980469e+00,-1.673259973526000977e+00,3.681987822055816650e-01
-2.909490346908569336e+00,-3.433897495269775391e-01,5.406826138496398926e-01,1.656317830085754395e+00,-4.293259978294372559e-01
-3.111232042312622070e+00,1.530143320560455322e-01,9.790293574333190918e-01,1.094562187790870667e-01,-7.905411124229431152e-01
3.095143079757690430e+00,-4.884235262870788574e-01,-1.864614486694335938e-01,1.467167735099792480e+00,-9.556531310081481934e-01
-5.497869253158569336e-01,2.315473854541778564e-01,-1.356113851070404053e-01,-1.929864883422851562e+00,-4.432190656661987305e-01
-1.424133419990539551e+00,-1.615811735391616821e-01,2.378863334655761719e+00,-4.858036637306213379e-01,6.278979778289794922e-02
-2.067222118377685547e+00,1.433370113372802734e-01,3.387791812419891357e-01,3.633055090904235840e-01,1.618932350538671017e-03
-2.261271238327026367e+00,-2.055968642234802246e-01,9.289708733558654785e-01,1.195882111787796021e-01,-6.866998076438903809e-01
-4.412234425544738770e-01,-1.802487373352050781e-01,1.415516853332519531e+00,-1.662066340446472168e+00,1.671320050954818726e-01
-5.182765007019042969e+00,6.567081212997436523e-01,-5.733416080474853516e-01,-1.667640544474124908e-02,-3.506180644035339355e-01
-6.265284419059753418e-01,9.058942198753356934e-01,1.128677845001220703e+00,-3.589899837970733643e-01,2.173103392124176025e-01
1.636363267898559570e+00,-1.413895249366760254e+00,5.344259738922119141e-01,-3.597539067268371582e-01,-2.122645527124404907e-01
-2.910711765289306641e-01,1.706999093294143677e-01,1.709683239459991455e-01,-2.652429230511188507e-02,-9.597816388122737408e-04
4.240116119384765625e+00,1.073756814002990723e+00,1.409535482525825500e-02,1.831666350364685059e+00,-1.622965633869171143e-01
2.306473016738891602e+00,8.197507858276367188e-01,1.205792665481567383e+00,-1.434608340263366699e+00,-4.694972038269042969e-01
-1.970457792282104492e+00,-2.453791797161102295e-01,7.223237752914428711e-01,1.886953234672546387e+00,-8.546783030033111572e-02
-8.597584962844848633e-01,-9.798188507556915283e-02,-1.384256243705749512e+00,1.534059345722198486e-01,-3.237112760543823242e-01
1.210248589515686035e+00,1.682128161191940308e-01,-5.640497803688049316e-01,-3.351790189743041992e+00,-6.887710094451904297e-01
6.066231727600097656e-01,1.618461728096008301e+00,-1.203129217028617859e-01,-1.247148275375366211e+00,-2.321055978536605835e-01
2.361322879791259766e+00,1.059986874461174011e-01,-4.529283642768859863e-01,1.504891067743301392e-01,-6.929107308387756348e-01
-3.311777710914611816e-01,-8.352879881858825684e-01,-3.375866413116455078e-01,-2.454902887344360352e+00,5.596714615821838379e-01
5.315728664398193359e+00,9.029060006141662598e-01,-1.005828753113746643e-02,-1.538429111242294312e-01,-6.029042601585388184e-02
-1.772109389305114746e+00,5.289165973663330078e-01,1.976202726364135742e+00,-6.418863534927368164e-01,-1.717540362733416259e-05
